Gene Symbol	Description	Category	Gifts	GC Id	Relevance score	 GeneCards Link
TRAV40	T Cell Receptor Alpha Variable 40	Protein Coding	13	GC14P022316	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAV40
EEF1A1P6	Eukaryotic Translation Elongation Factor 1 Alpha 1 Pseudogene 6	Pseudogene	13	GC07M022510	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1P6
LOC100507053	Uncharacterized LOC100507053	RNA Gene	13	GC04P099088	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100507053
STARD4-AS1	STARD4 Antisense RNA 1	RNA Gene	13	GC05P111514	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD4-AS1
FAM155A-IT1	FAM155A Intronic Transcript 1	RNA Gene	12	GC13M107787	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM155A-IT1
C5orf66-AS2	C5orf66 Antisense RNA 2	RNA Gene	12	GC05M135238	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5orf66-AS2
LOC642846	DEAD/H (Asp-Glu-Ala-Asp/His) Box Polypeptide 11-Like	RNA Gene	12	GC12P009329	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC642846
RPL36AP29	Ribosomal Protein L36a Pseudogene 29	Pseudogene	12	GC07P016249	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36AP29
LINC01258	Long Intergenic Non-Protein Coding RNA 1258	RNA Gene	12	GC04M038423	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01258
LINC01266	Long Intergenic Non-Protein Coding RNA 1266	RNA Gene	12	GC03P000536	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01266
TGFA-IT1	TGFA Intronic Transcript 1	RNA Gene	12	GC02M070468	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFA-IT1
LOC101928436	Uncharacterized LOC101928436	Protein Coding	12	GC01M103418	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928436
EPS15P1	Epidermal Growth Factor Receptor Pathway Substrate 15 Pseudogene 1	Pseudogene	11	GC07P046861	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS15P1
F11-AS1	F11 Antisense RNA 1	RNA Gene	11	GC04M186286	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11-AS1
GRK5-IT1	GRK5 Intronic Transcript 1	RNA Gene	11	GC10P119208	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK5-IT1
ASS1P11	Argininosuccinate Synthetase 1 Pseudogene 11	Pseudogene	11	GC07M021265	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASS1P11
IMPDH1P5	Inosine Monophosphate Dehydrogenase 1 Pseudogene 5	Pseudogene	11	GC10M077779	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH1P5
LOC339975	Uncharacterized LOC339975	RNA Gene	11	GC04M187304	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC339975
LOC284930	Uncharacterized LOC284930	RNA Gene	11	GC22P047631	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC284930
KCNIP4-IT1	KCNIP4 Intronic Transcript 1	RNA Gene	11	GC04M021845	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP4-IT1
LOC646517	WT1 Associated Protein Pseudogene	Pseudogene	11	GC06M051410	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC646517
RPL23AP76	Ribosomal Protein L23a Pseudogene 76	Pseudogene	11	GC17M014947	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL23AP76
LINC01500	Long Intergenic Non-Protein Coding RNA 1500	RNA Gene	11	GC14P058828	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01500
MIR924HG	MIR924 Host Gene	RNA Gene	11	GC18M039207	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR924HG
LOC401478	Uncharacterized LOC401478	Protein Coding	11	GC08M137809	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC401478
LOC399886	Uncharacterized LOC399886	RNA Gene	11	GC11P045371	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC399886
MANCR	Mitotically Associated Long Non Coding RNA	RNA Gene	11	GC10M004650	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANCR
DPP10-AS3	DPP10 Antisense RNA 3	RNA Gene	11	GC02M114828	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP10-AS3
RPSAP55	Ribosomal Protein SA Pseudogene 55	Pseudogene	11	GC15P052885	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSAP55
LOC100129620	Uncharacterized LOC100129620	RNA Gene	11	GC01P099004	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100129620
RPS3AP5	Ribosomal Protein S3A Pseudogene 5	Pseudogene	11	GC10P084560	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3AP5
RPL21P119	Ribosomal Protein L21 Pseudogene 119	Pseudogene	11	GC16M009162	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL21P119
RPL7P3	Ribosomal Protein L7 Pseudogene 3	Pseudogene	11	GC20P062819	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7P3
MIR3976HG	MIR3976 Host Gene	RNA Gene	11	GC18P005750	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3976HG
LOC728730	Uncharacterized LOC728730	RNA Gene	11	GC02P039436	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC728730
RPL15P3	Ribosomal Protein L15 Pseudogene 3	Pseudogene	11	GC06P012514	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL15P3
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB Readthrough	RNA Gene	11	GC07P100336	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L5P-PVRIG2P-PILRB
LOC101929551	Uncharacterized LOC101929551	RNA Gene	11	GC02M007886	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101929551
ESRRAP2	Estrogen-Related Receptor Alpha Pseudogene 2	Pseudogene	10	GC13P021260	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRRAP2
POLD2P1	DNA Polymerase Delta 2, Accessory Subunit Pseudogene 1	Pseudogene	10	GC05P093267	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD2P1
ADAM24P	ADAM Metallopeptidase Domain 24, Pseudogene	Pseudogene	10	GC08P017469	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM24P
MIR3681HG	MIR3681 Host Gene	RNA Gene	10	GC02P011849	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3681HG
FAM185BP	Family With Sequence Similarity 185 Member B, Pseudogene	Pseudogene	10	GC07M077083	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM185BP
LINC01630	Long Intergenic Non-Protein Coding RNA 1630	RNA Gene	10	GC18P051348	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01630
MRPS36P2	Mitochondrial Ribosomal Protein S36 Pseudogene 2	Pseudogene	10	GC04P186900	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS36P2
RPL7AP66	Ribosomal Protein L7a Pseudogene 66	Pseudogene	10	GC18M039334	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7AP66
LINC02240	Long Intergenic Non-Protein Coding RNA 2240	RNA Gene	10	GC05P124808	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02240
RPSAP10	Ribosomal Protein SA Pseudogene 10	Pseudogene	10	GC10P028436	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSAP10
NDUFB8P2	NADH:Ubiquinone Oxidoreductase Subunit B8 Pseudogene 2	Pseudogene	10	GC17P059884	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB8P2
LOC101928100	Uncharacterized LOC101928100	RNA Gene	10	GC12P010363	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928100
TRAV8-7	T Cell Receptor Alpha Variable 8-7 (Non-Functional)	Protein Coding	10	GC14P022132	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAV8-7
RPL17P35	Ribosomal Protein L17 Pseudogene 35	Pseudogene	10	GC10M064620	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17P35
PTMAP8	Prothymosin Alpha Pseudogene 8	Pseudogene	9	GC03P117026	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTMAP8
KRT8P5	Keratin 8 Pseudogene 5	Pseudogene	9	GC18M044320	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8P5
KCTD9P6	Potassium Channel Tetramerization Domain Containing 9 Pseudogene 6	Pseudogene	9	GC08M031219	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD9P6
HSPD1P8	Heat Shock Protein Family D (Hsp60) Member 1 Pseudogene 8	Pseudogene	9	GC13P078849	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1P8
RBM22P1	RNA Binding Motif Protein 22 Pseudogene 1	Pseudogene	9	GC18M027418	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM22P1
LINC01881	Long Intergenic Non-Protein Coding RNA 1881	RNA Gene	9	GC02P242090	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01881
RPSAP32	Ribosomal Protein SA Pseudogene 32	Pseudogene	9	GC03M000635	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSAP32
RPS4XP19	Ribosomal Protein S4X Pseudogene 19	Pseudogene	9	GC18P009019	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4XP19
LINC02135	Long Intergenic Non-Protein Coding RNA 2135	RNA Gene	9	GC16P086287	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02135
LINC02302	Long Intergenic Non-Protein Coding RNA 2302	RNA Gene	9	GC14M044391	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02302
LOC101928978	Uncharacterized LOC101928978	RNA Gene	9	GC04M083968	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928978
LOC101928516	Uncharacterized LOC101928516	RNA Gene	9	GC06P074069	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928516
EEF1A1P14	Eukaryotic Translation Elongation Factor 1 Alpha 1 Pseudogene 14	Pseudogene	9	GC01P194159	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1P14
LOC101927078	Uncharacterized LOC101927078	RNA Gene	9	GC05M114447	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927078
CTAGE14P	CTAGE Family Member 14, Pseudogene	Pseudogene	9	GC02M167713	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAGE14P
ST13P8	ST13, Hsp70 Interacting Protein Pseudogene 8	Pseudogene	9	GC12M057983	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST13P8
SLC25A5P6	Solute Carrier Family 25 Member 5 Pseudogene 6	Pseudogene	9	GC04M186328	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P6
PTCHD3P2	Patched Domain Containing 3 Pseudogene 2	Pseudogene	8	GC02M169767	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCHD3P2
HMGB1P18	High Mobility Group Box 1 Pseudogene 18	Pseudogene	8	GC01P080283	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1P18
ADH5P2	Alcohol Dehydrogenase 5 (Class III), Chi Polypeptide, Pseudogene 2	Pseudogene	8	GC01P079521	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH5P2
ATHS	Atherosclerosis Susceptibility (Lipoprotein Associated)	Genetic Locus	8	GC19U990005	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATHS
LOC440181	Transmembrane Protein 98 Pseudogene	Pseudogene	8	GC14M058828	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC440181
LOC345571	RUN And FYVE Domain Containing 3 Pseudogene	Pseudogene	8	GC05M106415	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC345571
RPL31P48	Ribosomal Protein L31 Pseudogene 48	Pseudogene	8	GC12P073648	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL31P48
RPL31P35	Ribosomal Protein L31 Pseudogene 35	Pseudogene	8	GC07P054725	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL31P35
RSL24D1P4	Ribosomal L24 Domain Containing 1 Pseudogene 4	Pseudogene	8	GC01P242767	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL24D1P4
LINC02141	Long Intergenic Non-Protein Coding RNA 2141	RNA Gene	8	GC16P059856	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02141
RPL6P25	Ribosomal Protein L6 Pseudogene 25	Pseudogene	8	GC12P083151	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL6P25
RPL7AP27	Ribosomal Protein L7a Pseudogene 27	Pseudogene	8	GC04M188349	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7AP27
LOC102723834	Uncharacterized LOC102723834	RNA Gene	8	GC01P225701	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102723834
EEF1A1P22	Eukaryotic Translation Elongation Factor 1 Alpha 1 Pseudogene 22	Pseudogene	8	GC15M052937	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1P22
LOC102724566	Uncharacterized LOC102724566	RNA Gene	8	GC15P089041	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724566
RPL18AP8	Ribosomal Protein L18a Pseudogene 8	Pseudogene	8	GC03P096619	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL18AP8
LOC391383	WD Repeat Domain 4 Pseudogene	Pseudogene	7	GC02M068445	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC391383
LOC442017	Interferon Induced Transmembrane Protein 3 Pseudogene	Pseudogene	7	GC02M060682	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC442017
LOC642791	Eukaryotic Translation Elongation Factor 1 Alpha 2 Pseudogene	Pseudogene	7	GC11P092914	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC642791
LOC645481	Zinc Finger Protein 248 Pseudogene	Pseudogene	7	GC04P026113	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC645481
ELOCP3	Elongin C Pseudogene 3	Pseudogene	7	GC10P010174	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOCP3
PRSS52P	Serine Protease 52, Pseudogene	Pseudogene	7	GC08M010474	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS52P
LOC101927284	Uncharacterized LOC101927284	RNA Gene	7	GC13P094761	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927284
ST13P1	ST13, Hsp70 Interacting Protein Pseudogene 1	Pseudogene	7	GC02P012014	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST13P1
PPIAP33	Peptidylprolyl Isomerase A Pseudogene 33	Pseudogene	6	GC09P007499	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIAP33
H19-ICR	H19/IGF2 Imprinting Control Region	Genetic Locus	6	GC11U902738	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19-ICR
LOC728048	Interferon Induced Transmembrane Protein Pseudogene	Pseudogene	6	GC04P066094	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC728048
LOC391741	Actin, Beta-Like 2 Pseudogene	Pseudogene	6	GC05P015503	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC391741
LOC441750	Chromosome 12 Open Reading Frame 49 Pseudogene	Pseudogene	6	GC16M017046	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC441750
LOC401767	Glycerol-3-Phosphate Acyltransferase 4 Pseudogene	Pseudogene	6	GC14M025424	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC401767
LOC101927414	Uncharacterized LOC101927414	RNA Gene	6	GC04M137612	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927414
LOC102724618	Uncharacterized LOC102724618	RNA Gene	6	GC12P031996	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724618
LOC101929492	Uncharacterized LOC101929492	RNA Gene	6	GC08P031275	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101929492
GC07M069315		RNA Gene	5	GC07M069315	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC07M069315
LOC387869	Microtubule Associated Protein 1 Light Chain 3 Beta Pseudogene	Pseudogene	5	GC12M074663	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC387869
LOC647132	DExH-Box Helicase 29 Pseudogene	Pseudogene	5	GC01M189959	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC647132
LOC642692	Centrosomal Protein 19kDa Pseudogene	Pseudogene	5	GC02M235147	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC642692
LOC101928487	Uncharacterized LOC101928487	RNA Gene	5	GC02M218216	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928487
LOC101927712	Uncharacterized LOC101927712	RNA Gene	5	GC13M110131	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927712
PRO2268	Uncharacterized Protein PRO2268	Protein Coding	4	GC12U900490	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRO2268
CNSN	Carnosinemia (Carnosinase)	Genetic Locus	4	GC18U990042	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNSN
GC07M069747		RNA Gene	4	GC07M069747	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC07M069747
GC07M069750		RNA Gene	4	GC07M069750	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC07M069750
GC07M069848		RNA Gene	4	GC07M069848	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC07M069848
GC07M069849		RNA Gene	4	GC07M069849	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC07M069849
GC07M069900		RNA Gene	4	GC07M069900	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC07M069900
GC07M070051		RNA Gene	4	GC07M070051	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC07M070051
LOC645763	Intersectin 1 (SH3 Domain Protein) Pseudogene	Pseudogene	4	GC05M010664	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC645763
LOC100287243	Nuclease-Sensitive Element-Binding Protein 1 Pseudogene	Pseudogene	4	GC15P068923	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100287243
LOC102723654	Uncharacterized LOC102723654	RNA Gene	4	GC05P129152	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102723654
LOC101928387	Uncharacterized LOC101928387	RNA Gene	4	GC12P019603	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928387
LOC102724960	Uncharacterized LOC102724960	RNA Gene	4	GC12P094472	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724960
NGFG	Nerve Growth Factor, Gamma Subunit	Genetic Locus	4	GC00U935700	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGFG
LOC110806263	TERT 5' Regulatory Region	Uncategorized	3	GC05U902905	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806263
LOC109286563	TBX21 Promoter Region	Uncategorized	3	GC17U902722	0.38	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109286563
PPIC	Peptidylprolyl Isomerase C	Protein Coding	47	GC05M123023	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIC
CHRDL1	Chordin Like 1	Protein Coding	47	GC0XM110674	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRDL1
MAFG	MAF BZIP Transcription Factor G	Protein Coding	46	GC17M081918	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFG
CNOT8	CCR4-NOT Transcription Complex Subunit 8	Protein Coding	45	GC05P154833	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT8
SIGLEC12	Sialic Acid Binding Ig Like Lectin 12 (Gene/Pseudogene)	Protein Coding	45	GC19M051491	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC12
KIR2DL4	Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 4	Protein Coding	44	GC19P055049	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL4
DPP8	Dipeptidyl Peptidase 8	Protein Coding	43	GC15M065442	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP8
ADGRG1	Adhesion G Protein-Coupled Receptor G1	Protein Coding	42	GC16P057610	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG1
MAGEA3	MAGE Family Member A3	Protein Coding	42	GC0XP152698	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA3
PHACTR1	Phosphatase And Actin Regulator 1	Protein Coding	40	GC06P012717	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHACTR1
TSTD1	Thiosulfate Sulfurtransferase Like Domain Containing 1	Protein Coding	38	GC01M161007	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSTD1
MIR30B	MicroRNA 30b	RNA Gene	20	GC08M134800	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30B
NFIA-AS1	NFIA Antisense RNA 1	RNA Gene	13	GC01M061248	0.37	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIA-AS1
NCOA1	Nuclear Receptor Coactivator 1	Protein Coding	50	GC02P024545	0.36	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA1
SAA@	Serum Amyloid A1 Cluster	Gene Cluster	8	GC11U990119	0.36	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA%40
CDK4	Cyclin Dependent Kinase 4	Protein Coding	62	GC12M057743	0.34	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4
GSTO2	Glutathione S-Transferase Omega 2	Protein Coding	49	GC10P104268	0.34	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTO2
CLDN7	Claudin 7	Protein Coding	47	GC17M007259	0.34	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN7
ITIH1	Inter-Alpha-Trypsin Inhibitor Heavy Chain 1	Protein Coding	45	GC03P052777	0.34	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH1
PSG2	Pregnancy Specific Beta-1-Glycoprotein 2	Protein Coding	42	GC19M043064	0.34	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSG2
NPFF	Neuropeptide FF-Amide Peptide Precursor	Protein Coding	39	GC12M053507	0.34	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPFF
ACPP	Acid Phosphatase, Prostate	Protein Coding	51	GC03P132318	0.32	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACPP
UBE2D1	Ubiquitin Conjugating Enzyme E2 D1	Protein Coding	51	GC10P058334	0.32	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D1
MTA1	Metastasis Associated 1	Protein Coding	48	GC14P105419	0.32	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTA1
NCR1	Natural Cytotoxicity Triggering Receptor 1	Protein Coding	43	GC19P055057	0.32	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCR1
KIR2DS2	Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 2	Protein Coding	28	GC19Ms00194	0.32	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS2
AKT3	AKT Serine/Threonine Kinase 3	Protein Coding	60	GC01M243488	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3
SIRT2	Sirtuin 2	Protein Coding	54	GC19M038878	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT2
AKR1C3	Aldo-Keto Reductase Family 1 Member C3	Protein Coding	53	GC10P005035	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1C3
ITGB5	Integrin Subunit Beta 5	Protein Coding	53	GC03M124761	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB5
ADRA2B	Adrenoceptor Alpha 2B	Protein Coding	52	GC02M096112	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2B
CHRM1	Cholinergic Receptor Muscarinic 1	Protein Coding	52	GC11M062941	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM1
VHL	Von Hippel-Lindau Tumor Suppressor	Protein Coding	52	GC03P010156	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL
LOXL2	Lysyl Oxidase Like 2	Protein Coding	50	GC08M023296	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL2
SCN4A	Sodium Voltage-Gated Channel Alpha Subunit 4	Protein Coding	50	GC17M063938	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN4A
MSH3	MutS Homolog 3	Protein Coding	49	GC05P080654	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH3
TRPV2	Transient Receptor Potential Cation Channel Subfamily V Member 2	Protein Coding	48	GC17P016415	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV2
MXI1	MAX Interactor 1, Dimerization Protein	Protein Coding	47	GC10P110208	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXI1
CUL4A	Cullin 4A	Protein Coding	47	GC13P113208	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4A
HIST4H4	Histone Cluster 4 H4	Protein Coding	45	GC12M014767	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIST4H4
CFHR1	Complement Factor H Related 1	Protein Coding	45	GC01P196788	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR1
UGT1A6	UDP Glucuronosyltransferase Family 1 Member A6	Protein Coding	45	GC02P233691	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A6
ZBTB33	Zinc Finger And BTB Domain Containing 33	Protein Coding	43	GC0XP120250	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB33
PPP1R3B	Protein Phosphatase 1 Regulatory Subunit 3B	Protein Coding	42	GC08M009136	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R3B
MIR26B	MicroRNA 26b	RNA Gene	21	GC02P218402	0.29	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26B
LRP6	LDL Receptor Related Protein 6	Protein Coding	55	GC12M012284	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP6
ESRRA	Estrogen Related Receptor Alpha	Protein Coding	54	GC11P064305	0.27	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESRRA
