hgnc_symbol	entrezgene	ensembl_gene_id	logFC_LC	PValue_LC
SLC25A5-AS1	100303728	ENSG00000224281	0.763076537	0.153771877
SLC44A3-AS1	101928079	ENSG00000224081	1.102105967	0.074321105
SMCR2	105371564	ENSG00000223979	1.159610592	0.31500878
SMIM13	221710	ENSG00000224531	0.423849943	0.355062627
SMIM25	100506115	ENSG00000224397	-2.95434238	3.06e-05
SOX1-OT	100505996	ENSG00000224243	6.8243517	0.01662593
SVIL-AS1	102724316	ENSG00000224597	-0.356966929	0.271190647
TEX26-AS1	100507064	ENSG00000224743	0.385814696	0.648432871
TMEM233	387890	ENSG00000224982	2.15577947	0.035176599
TMEM72-AS1	220980	ENSG00000224812	0.165500322	0.820100536
TMLHE-AS1	101927830	ENSG00000224533	3.138354303	0.023822791
TMLHE-AS1	100507404	ENSG00000224533	3.138354303	0.023822791
TTTY22	252954	ENSG00000224075	0	1
UBE2E1-AS1	100874092	ENSG00000223791	-0.532167213	0.619270041
VSTM2A-OT1	285878	ENSG00000224223	0.036119744	0.973500224
VWC2L-IT1	100885780	ENSG00000224257	3.229697305	0.033209269
ZNF32-AS3	414201	ENSG00000223910	0.658184269	0.739647478
AGBL4-IT1	100874313	ENSG00000225623	3.022185457	0.050856912
AP4B1-AS1	100287722	ENSG00000226167	1.494835543	0.058894443
ARHGAP26-AS1	100874239	ENSG00000226272	3.378378834	0.028313196
BOLA3-AS1	100507171	ENSG00000225439	-0.575838648	0.345528013
C2CD4D	100191040	ENSG00000225556	1.541086745	0.056711585
C5orf67	101928448	ENSG00000225940	-2.6382928	0.03112929
CFLAR-AS1	65072	ENSG00000226312	3.412965349	0.015296226
CROCC2	728763	ENSG00000226321	2.06429654	0.196390615
CT47A6	728062	ENSG00000226023	0	1
CT62	196993	ENSG00000225362	-0.440490702	0.700785822
CTAGE4	100128553	ENSG00000225932	0.008486879	0.993111968
DBH-AS1	138948	ENSG00000225756	0.251246726	0.641650998
DDC-AS1	100129427	ENSG00000226122	1.583010963	0.279872362
DEFB131B	100129216	ENSG00000225805	2.05963878	0.076515739
DHRS4L1	728635	ENSG00000225766	0.277301935	0.725226351
DOCK4-AS1	100506413	ENSG00000225572	5.830084004	0.004117749
DUXAP9	503638	ENSG00000225210	3.162565517	0.015547174
ELFN1	392617	ENSG00000225968	1.567119903	0.096674282
ERCC6	267004	ENSG00000225830	0.08741455	0.839981166
ERCC6	2074	ENSG00000225830	0.08741455	0.839981166
FAM197Y5	100289150	ENSG00000225516	0	1
FAM197Y8	105379268	ENSG00000225560	0	1
FAM225B	100128385	ENSG00000225684	1.843639184	0.030647141
FAM229A	100128071	ENSG00000225828	0.917922931	0.142306682
FAM236D	105373251	ENSG00000225396	0	1
FAM66E	100132103	ENSG00000225725	-2.544277578	0.020754894
FGD5-AS1	100505641	ENSG00000225733	-0.673153581	0.039844919
FGF13-AS1	100129662	ENSG00000226031	-0.695674787	0.407345696
FRG2B	441581	ENSG00000225899	-0.335352691	0.835649038
FTCDNL1	348751	ENSG00000226124	-0.302764853	0.590280544
GAS1RR	100506834	ENSG00000226237	-0.715489604	0.291548423
GBP1P1	400759	ENSG00000225492	0.192290981	0.729917233
GRM7-AS3	101927347	ENSG00000226258	2.126594239	0.076176295
INTS6L-AS1	100874118	ENSG00000225235	1.233253122	0.308815798
JPX	554203	ENSG00000225470	0.589253717	0.102342865
KCNMA1-AS2	101929310	ENSG00000225497	5.302255468	0.027049227
LAMP5-AS1	101929329	ENSG00000225988	0.762136085	0.529576399
LEMD1-AS1	284576	ENSG00000226235	2.343380785	0.057693994
LHFPL3-AS2	723809	ENSG00000225329	-3.513098758	0.000115188
LINC00092	100188953	ENSG00000225194	-2.745941672	0.000469043
LINC00113	54088	ENSG00000225298	-1.48793316	0.253822329
LINC00115	79854	ENSG00000225880	2.202368874	0.001497381
LINC00237	105372556	ENSG00000225127	0.252154127	0.836699889
LINC00351	100874137	ENSG00000226317	0	1
LINC00381	100874151	ENSG00000226240	2.865539156	0.051859039
LINC00457	100874179	ENSG00000225179	-0.213383938	0.873304382
LINC00489	100861522	ENSG00000225759	0	1
LINC00626	79100	ENSG00000225826	3.165877092	0.028269991
LINC00937	389634	ENSG00000226091	0.078943144	0.890602605
LINC00972	105375380	ENSG00000225128	0	1
LINC01040	105370308	ENSG00000226037	0	1
LINC01375	101926924	ENSG00000226159	5.246854543	0.027550458
LINC01393	102724386	ENSG00000225535	0.437246326	0.607520138
LINC01427	101929663	ENSG00000225321	0	1
LINC01456	105373144	ENSG00000225882	1.789208355	0.181840192
LINC01492	101928496	ENSG00000225564	1.654372095	0.135548213
LINC01504	100507540	ENSG00000225434	-0.76458106	0.228543821
LINC01529	644050	ENSG00000225872	1.387675936	0.254947968
LINC01534	101927621	ENSG00000225975	0.675312539	0.297400524
LINC01594	102724774	ENSG00000225328	1.634721923	0.217287848
LINC01671	101928233	ENSG00000225431	-3.31792218	0.000394056
LINC01716	105372682	ENSG00000225657	-2.24072164	0.065059372
LINC01729	101929207	ENSG00000225640	-0.635981745	0.604966851
LINC01733	101926955	ENSG00000226203	0.693017196	0.739647479
LINC01745	105373199	ENSG00000225919	0	1
LINC01771	105378732	ENSG00000225675	2.49223139	0.042208323
LINC01772	107984921	ENSG00000226029	0.286797478	0.642261224
LINC01776	729987	ENSG00000226053	5.397354016	0.005202501
LINC01795	105374744	ENSG00000225226	-1.209765147	0.192061263
LINC01821	101927406	ENSG00000225539	0	1
LINC01875	101927362	ENSG00000225942	-1.209765147	0.192061263
LINC01907	151475	ENSG00000226125	0.448031008	0.685026038
LINC02036	100505920	ENSG00000225742	-0.200064019	0.815036405
LINC02097	101928205	ENSG00000226101	1.484850034	0.299882815
LINC02158	729083	ENSG00000225611	-1.061197723	0.136942769
LINC02249	26082	ENSG00000225930	1.438639365	0.381066443
LINC02470	100506159	ENSG00000225231	1.262612921	0.314561435
LINC02476	105375475	ENSG00000225546	8.202129156	0.006360165
MCRIP1	348262	ENSG00000225663	-0.040526734	0.946886376
MIAT	440823	ENSG00000225783	4.660383117	0.001081187
MIR137HG	400765	ENSG00000225206	6.915034346	0.005896605
MKRN2OS	100129480	ENSG00000225526	0.787798983	0.220896383
MTOR-AS1	100873935	ENSG00000225602	6.472061406	0.013662745
MYT1L-AS1	730811	ENSG00000225619	1.453119639	0.282863058
NCBP2-AS1	100874001	ENSG00000225578	1.551278682	0.09002554
NOL7	51406	ENSG00000225921	0.185050334	0.639041577
NPY6R	4888	ENSG00000226306	0.926065414	0.399285961
NTF4	4909	ENSG00000225950	-0.259610656	0.771618589
NUTM2B-AS1	101060691	ENSG00000225484	0.8113	0.15142272
OR52I2	143502	ENSG00000226288	1.167143674	0.291237776
OR6V1	346517	ENSG00000225781	2.756307933	0.075765821
OSTM1-AS1	100287366	ENSG00000225174	1.315821308	0.291237786
P3H2-AS1	101929152	ENSG00000225764	-0.068872009	0.952074962
PACRG-AS2	101929239	ENSG00000225437	1.245884891	0.291237781
PCA3	50652	ENSG00000225937	0.693807705	0.554897823
PCDH9-AS3	100874086	ENSG00000225263	3.666131964	0.048975895
PIGBOS1	101928527	ENSG00000225973	-0.011979092	0.980793877
PLCB1-IT1	100874337	ENSG00000225479	5.504822034	0.025325174
PLEKHM1	9842	ENSG00000225190	-0.919528983	0.025265659
PNMA6F	105373377	ENSG00000225110	0.874412455	0.291237765
PPP1R26-AS1	100506599	ENSG00000225361	1.636113392	0.040531914
PROSER2-AS1	219731	ENSG00000225778	2.750031304	0.014508306
PSG8-AS1	100289650	ENSG00000225877	2.547286995	0.090409487
PVALEF	388428	ENSG00000225180	2.099853966	0.067545793
RAB6C-AS1	100131320	ENSG00000225449	1.077315693	0.379658991
RUSC1-AS1	284618	ENSG00000225855	1.400717871	0.020805402
SATB2-AS1	150538	ENSG00000225953	3.915649052	0.015862658
SFTA1P	207107	ENSG00000225383	-2.138942954	0.015555289
SLC26A6	65010	ENSG00000225697	1.713025763	0.013845008
SLC39A12-AS1	100129213	ENSG00000226083	0	1
SNORA71A	26777	ENSG00000225091	4.346634879	0.002863956
TAB2-AS1	105378049	ENSG00000225924	1.245884891	0.291237781
TDGF1P3	6998	ENSG00000225366	0	1
TEX22	647310	ENSG00000226174	1.424470989	0.078356997
TMEM191A	84222	ENSG00000226287	-0.85868304	0.191324756
TMEM246-AS1	101928470	ENSG00000225376	1.076546866	0.404034557
TRAM2-AS1	401264	ENSG00000225791	-0.370908502	0.363455828
TTTY16	252948	ENSG00000225520	-3.030909527	0.007522753
UBXN10-AS1	101928017	ENSG00000225986	2.097810222	0.027206304
USP17L3	645836	ENSG00000225327	0	1
ZNF192P1	651302	ENSG00000226314	-0.436093006	0.485263675
ZNF32-AS1	414197	ENSG00000226245	0.886457388	0.262690184
ZNF385D-AS1	100874216	ENSG00000225542	3.442729199	0.040479994
ZNF469	84627	ENSG00000225614	1.181638948	0.10928835
ZNF503-AS1	253264	ENSG00000226051	-0.749990789	0.354773712
ADIPOQ-AS1	100874095	ENSG00000226482	0	1
AKR1B15	441282	ENSG00000227471	4.927404597	0.000450516
ANHX	647589	ENSG00000227059	1.931116123	0.135548216
ANKRD18DP	348840	ENSG00000226435	2.993457086	0.023012672
ATE1-AS1	100130887	ENSG00000226864	0.469605938	0.65307701
C12orf77	196415	ENSG00000226397	1.154613673	0.337123979
C13orf42	647166	ENSG00000226792	-1.319659698	0.243024954
C14orf132	56967	ENSG00000227051	-2.946665462	2.67e-05
C17orf112	100506650	ENSG00000227011	0	1
CACTIN-AS1	404665	ENSG00000226800	0.926156434	0.223042601
CCDC148-AS1	554201	ENSG00000227480	-0.040771913	0.952658375
CERS6-AS1	100861402	ENSG00000227617	1.188012612	0.329843599
CLYBL-AS2	100874063	ENSG00000227659	5.080429806	0.017764689
CNTN4-AS2	100873976	ENSG00000227588	1.541132303	0.290561685
CSE1L-AS1	102723483	ENSG00000227431	3.240379509	0.008016885
CT47A11	255313	ENSG00000226929	0	1
CT47A12	100507170	ENSG00000226685	0	1
CT47A9	728042	ENSG00000226600	0	1
CUTALP	253039	ENSG00000226752	0.104558133	0.819277171
DAB1-AS1	101926890	ENSG00000226759	3.126456223	0.078660481
DANCR	57291	ENSG00000226950	0.861451873	0.035347305
DCAF8L1	139425	ENSG00000226372	3.549230689	0.050202434
DIAPH3-AS1	100874195	ENSG00000227528	3.825935715	0.045821705
DISC1-IT1	104472714	ENSG00000226758	3.986029204	0.014751453
DLG1-AS1	100507086	ENSG00000227375	1.172188779	0.249484664
ENTPD1-AS1	728558	ENSG00000226688	0.955149493	0.144974606
ERVMER34-1	100288413	ENSG00000226887	2.475892893	0.04774534
FAM138B	654412	ENSG00000226516	-0.986251867	0.463681144
FAM30A	9834	ENSG00000226777	2.088314994	0.004116666
FRMPD3-AS1	100874122	ENSG00000227610	0	1
GAGE12D	100132399	ENSG00000227488	0	1
HPN-AS1	100128675	ENSG00000227392	1.332969368	0.236568729
HSBP1L1	440498	ENSG00000226742	-0.295048565	0.630927028
IL21-AS1	100996941	ENSG00000227145	1.017916037	0.358220253
ITGB2-AS1	100505746	ENSG00000227039	1.614337208	0.009152595
KIF4B	285643	ENSG00000226650	0.413737609	0.721771913
KLLN	100144748	ENSG00000227268	0.073947026	0.909501185
LENG8-AS1	104355426	ENSG00000226696	1.171959207	0.038231394
LHFPL3-AS1	645591	ENSG00000226869	-1.495840877	0.127766785
LINC00161	118421	ENSG00000226935	3.341793995	0.068780002
LINC00307	266919	ENSG00000227342	0.917557118	0.460477766
LINC00310	114036	ENSG00000227456	0.565888486	0.45888132
LINC00323	284835	ENSG00000226496	2.707997056	0.026494678
LINC00348	100885781	ENSG00000226846	-2.003304772	0.078903463
LINC00355	144766	ENSG00000227674	10.99298514	0.002308726
LINC00375	104355140	ENSG00000226370	0.874412455	0.291237765
LINC00376	104355293	ENSG00000227564	1.865966633	0.135548215
LINC00424	100874182	ENSG00000226722	0	1
LINC00511	100499467	ENSG00000227036	1.807323385	0.008024762
LINC00511	400619	ENSG00000227036	1.807323385	0.008024762
LINC00606	285370	ENSG00000226567	2.074500978	0.135548219
LINC00658	100507629	ENSG00000226995	-1.86395899	0.065059368
LINC00840	100506835	ENSG00000226808	-2.280570177	0.031696756
LINC00840	414260	ENSG00000226808	-2.280570177	0.031696756
LINC00845	100507058	ENSG00000227244	0	1
LINC00866	100505561	ENSG00000227356	2.904754568	0.031507516
LINC00974	147093	ENSG00000226629	1.167143674	0.291237776
LINC01068	103724388	ENSG00000227676	1.196244241	0.367946722
LINC01074	106144607	ENSG00000227611	0	1
LINC01108	102216342	ENSG00000226673	-1.407641445	0.182429256
LINC01132	100506810	ENSG00000227630	0.958538486	0.167932269
LINC01203	100133123	ENSG00000226985	0.036119744	0.973500224
LINC01247	101929390	ENSG00000227007	0	1
LINC01268	285758	ENSG00000227502	0.110505467	0.893370162
LINC01276	103106903	ENSG00000226917	0.008242086	0.988560485
LINC01345	105376672	ENSG00000226374	7.988897153	0.008313478
LINC01364	100505768	ENSG00000227290	2.537630682	0.099460505
LINC01442	103456507	ENSG00000227510	1.331822878	0.291237787
LINC01535	101927667	ENSG00000226686	3.118445472	0.001452913
LINC01537	101928555	ENSG00000227467	-1.585796348	0.047107962
LINC01624	401289	ENSG00000227508	-1.277684159	0.211940316
LINC01630	100287225	ENSG00000227115	4.109242047	0.015550262
LINC01688	105371644	ENSG00000227181	0	1
LINC01692	339622	ENSG00000226983	1.245884891	0.291237781
LINC01714	102724539	ENSG00000227634	-0.268915928	0.788264641
LINC01748	105378763	ENSG00000226476	5.070860238	0.003303133
LINC01806	100996579	ENSG00000227403	0.011113651	0.979674059
LINC01876	101929378	ENSG00000226383	1.723918403	0.049981526
LINC01918	105373984	ENSG00000226508	2.525030259	0.089618315
LINC01941	105373600	ENSG00000226813	2.663376937	0.077111985
LINC02089	105371831	ENSG00000226364	1.315821308	0.291237786
LINC02549	101928280	ENSG00000226497	1.331822878	0.291237787
LINC02554	100507657	ENSG00000226741	0.559717389	0.902412424
LMCD1-AS1	101927394	ENSG00000227110	0.381372868	0.605180608
LMCD1-AS1	100288428	ENSG00000227110	0.381372868	0.605180608
LTA	4049	ENSG00000226979	1.494218946	0.044714245
LTB	4050	ENSG00000227507	0.616250148	0.256839943
MAGI2-AS2	100874021	ENSG00000226978	1.245884891	0.291237781
MGAT3-AS1	104502417	ENSG00000227188	-3.908538334	0.001034646
MIR4290HG	286370	ENSG00000227555	-0.974600582	0.391303712
MIR663AHG	284801	ENSG00000227195	2.409254328	0.007970024
MROH5	389690	ENSG00000226807	-0.952825387	0.341501453
MRPL23-AS1	100133545	ENSG00000226416	2.095965743	0.127657565
OR2T7	81458	ENSG00000227152	0	1
PABPC1L2B-AS1	101928345	ENSG00000226725	0	1
PARG	8505	ENSG00000227345	-0.028876797	0.927574734
PCGEM1	64002	ENSG00000227418	-2.261939429	0.041253693
PGAM4	441531	ENSG00000226784	0.743822358	0.388159011
PGCP1	441897	ENSG00000227179	5.24280432	0.016599288
PRR20D	729246	ENSG00000227151	0	1
PTPRD-AS2	101929428	ENSG00000226717	-1.061038105	0.434798283
RBM26-AS1	100505538	ENSG00000227354	-0.170290209	0.751106464
RBMY1J	378951	ENSG00000226941	-2.387074844	0.028846884
SCAMP4	113178	ENSG00000227500	-0.297749119	0.551929632
SHANK2-AS1	100874198	ENSG00000226627	4.586982896	0.018226646
SLC16A1-AS1	100506392	ENSG00000226419	1.312756053	0.036737891
SLC2A1-AS1	440584	ENSG00000227533	1.465719006	0.047960939
SLC8A1-AS1	100128590	ENSG00000227028	4.010635295	0.007173228
SMCR5	140771	ENSG00000226746	4.373588377	0.013288256
SNORD57	26792	ENSG00000226572	0	1
SORCS3-AS1	100505890	ENSG00000226387	-0.031341671	0.936732001
SOX21-AS1	100507533	ENSG00000227640	2.516017083	0.016719687
SPANXB1	728695	ENSG00000227234	10.19708262	0.006208711
SPATA13-AS1	100874231	ENSG00000227213	5.401033945	0.010156593
SRRM5	100170229	ENSG00000226763	1.163179941	0.157600585
ST7-AS1	93653	ENSG00000227199	2.133625993	0.042981815
ST7-AS2	93654	ENSG00000226367	6.466991262	0.00200008
STEAP2-AS1	100874100	ENSG00000227646	5.213166851	0.007683952
STK4-AS1	100505826	ENSG00000227477	0.192852682	0.819663899
TAS2R46	259292	ENSG00000226761	3.050812787	0.079807826
TEX41	401014	ENSG00000226674	2.543867797	0.004599005
TMEM185B	79134	ENSG00000226479	0.712864624	0.156611152
TP73-AS1	57212	ENSG00000227372	-0.498787494	0.27967554
TTTY17B	474151	ENSG00000227439	0	1
TTTY4	114761	ENSG00000226906	0	1
UPK1A-AS1	100862728	ENSG00000226510	0.228667328	0.856386388
USP17L12	100287205	ENSG00000227551	0	1
USP17L5	728386	ENSG00000227140	0	1
USP17L7	645402	ENSG00000226430	2.868734394	0.045416003
USP17L7	392197	ENSG00000226430	2.868734394	0.045416003
WASH7P	653635	ENSG00000227232	0.603615646	0.377574894
WDR11-AS1	283089	ENSG00000227165	-0.716295148	0.355033182
WDR46	9277	ENSG00000227057	0.66973342	0.146011577
ZMYM4-AS1	100861513	ENSG00000227409	3.468811749	0.029885613
ZNF717	100131827	ENSG00000227124	0.51943984	0.227768671
ARL17B	100996709	ENSG00000228696	-0.057944861	0.931390171
ARL17B	100506084	ENSG00000228696	-0.057944861	0.931390171
ARL17B	51326	ENSG00000228696	-0.057944861	0.931390171
ASTN2-AS1	100128505	ENSG00000229105	6.17072051	0.016717235
BOD1L2	284257	ENSG00000228075	-0.335352691	0.835649038
C19orf24	55009	ENSG00000228300	0.580132338	0.350045869
C1orf143	440714	ENSG00000228208	1.414025646	0.282867653
C2orf92	728537	ENSG00000228486	0.985641269	0.1132647
CASP16P	197350	ENSG00000228146	1.524337663	0.138013565
CCDC183-AS1	100131193	ENSG00000228544	0.051221454	0.931127444
CCDC26	106144608	ENSG00000229140	-0.607193481	0.589289719
CCDC26	728724	ENSG00000229140	-0.607193481	0.589289719
CCDC26	137196	ENSG00000229140	-0.607193481	0.589289719
CES1P1	107987423	ENSG00000228695	-1.968797188	0.13983083
CES1P1	51716	ENSG00000228695	-1.968797188	0.13983083
CLDN25	644672	ENSG00000228607	2.643872086	0.043635912
CT45A5	441521	ENSG00000228836	0.907433463	0.561431244
CT47A7	653282	ENSG00000228517	0	1
CYP4F29P	54055	ENSG00000228314	1.295835848	0.173768383
DHFR	1719	ENSG00000228716	0.945654531	0.047340976
DNAJB3	414061	ENSG00000227802	3.467689116	0.036715528
DPY19L2P3	442524	ENSG00000227855	1.456905144	0.029142283
EFCAB14-AS1	100130197	ENSG00000228237	2.205510715	0.063883654
EPHA1-AS1	285965	ENSG00000229153	-1.328932652	0.125593348
FALEC	100874054	ENSG00000228126	1.44392597	0.151200851
FAM197Y7	105379269	ENSG00000228383	0	1
FNDC10	643988	ENSG00000228594	0.191874909	0.75862064
GAS2L1P2	340508	ENSG00000228376	0.625827262	0.637687596
GUSBP11	91316	ENSG00000228315	0.834311566	0.200592114
HCG11	493812	ENSG00000228223	-0.604816659	0.214452115
HCG20	105375013	ENSG00000228022	1.072496432	0.24944133
HCG22	285834	ENSG00000228789	-0.378282467	0.727711227
HDAC2-AS2	101927768	ENSG00000228624	0.062201303	0.91184024
HNF4A-AS1	101927219	ENSG00000229005	3.253278986	0.034865142
HOTAIR	100124700	ENSG00000228630	7.172234034	0.007766043
HSFY1P1	27437	ENSG00000229027	0	1
IFNA14	3448	ENSG00000228083	-1.405984794	0.192061272
IL6R-AS1	101928101	ENSG00000228013	-0.330884868	0.631223493
KCNQ5-AS1	100873997	ENSG00000229154	4.441131442	0.019265729
LAMA5-AS1	101928158	ENSG00000228812	0.484553229	0.684381385
LIMS1-AS1	106182118	ENSG00000228763	1.627429758	0.085747539
LINC00200	399706	ENSG00000229205	6.178852089	0.008175815
LINC00242	401288	ENSG00000229214	1.17604188	0.162279926
LINC00582	100287814	ENSG00000229228	1.951636122	0.058006428
LINC00659	100652730	ENSG00000228705	4.719885438	0.002682596
LINC00687	728450	ENSG00000228422	0	1
LINC00864	728218	ENSG00000228055	1.205679858	0.291237778
LINC00954	400946	ENSG00000228784	2.316331485	0.028257103
LINC01005	100506050	ENSG00000228564	0	1
LINC01013	100507254	ENSG00000228495	0.717005237	0.453134057
LINC01038	102724076	ENSG00000229011	1.245884891	0.291237781
LINC01128	643837	ENSG00000228794	-0.141517424	0.754069212
LINC01185	400957	ENSG00000228414	1.715631678	0.120622091
LINC01201	104266960	ENSG00000228659	0	1
LINC01205	401082	ENSG00000228980	1.205679858	0.291237778
LINC01209	101928684	ENSG00000228308	3.281201771	0.058173922
LINC01320	104355288	ENSG00000228262	-0.494149755	0.719856509
LINC01320	104355287	ENSG00000228262	-0.494149755	0.719856509
LINC01344	400799	ENSG00000228918	1.943395526	0.154871227
LINC01350	101929093	ENSG00000228309	0	1
LINC01402	104797536	ENSG00000228139	0.613759936	0.563317237
LINC01428	101929265	ENSG00000228888	0.906023571	0.413611103
LINC01429	101927678	ENSG00000227964	3.968973221	0.008118267
LINC01494	101928537	ENSG00000228135	4.813445816	0.015062784
LINC01546	100129464	ENSG00000228459	1.355787293	0.258767086
LINC01635	101928043	ENSG00000228397	0.737195904	0.520767364
LINC01655	101929771	ENSG00000227925	3.481088246	0.003024524
LINC01674	102724188	ENSG00000228159	0	1
LINC01690	102724502	ENSG00000228961	-0.113045791	0.917613953
LINC01696	105372897	ENSG00000227940	-1.812993988	0.077815269
LINC01736	101927532	ENSG00000228058	-3.033409633	0.038184498
LINC01740	101929565	ENSG00000228067	0.197560806	0.875089569
LINC01757	105376827	ENSG00000228105	0	1
LINC01760	100996630	ENSG00000228504	0	1
LINC01788	101927244	ENSG00000229051	3.30587728	0.025948453
LINC01803	105373889	ENSG00000228909	2.24317552	0.065833832
LINC01820	105374582	ENSG00000228100	-1.158299986	0.315906448
LINC01939	101060385	ENSG00000228799	1.582140603	0.235064547
LINC01940	401039	ENSG00000227744	1.750787806	0.187141366
LINC02263	105377390	ENSG00000228358	4.60067818	0.013989107
MACC1-AS1	100874041	ENSG00000228598	6.967431557	0.002177248
MACROD2-IT1	140848	ENSG00000227927	2.052918077	0.140684015
MED4-AS1	100873965	ENSG00000229111	-1.671370397	0.056320805
MELTF-AS1	100507057	ENSG00000228109	1.969052045	0.007303269
MIR34AHG	106614088	ENSG00000228526	0.533176213	0.586623898
MIR4500HG	642345	ENSG00000228824	2.107835269	0.058458355
MIR646HG	284757	ENSG00000228340	-0.197681905	0.778470337
MRLN	100507027	ENSG00000227877	0.751364308	0.592203109
MT-ATP8	4509	ENSG00000228253	-0.996009136	0.023512616
NEGR1-IT1	100852409	ENSG00000228853	1.865966633	0.135548215
NLGN1-AS1	100874010	ENSG00000228213	3.281201771	0.058173922
NLGN4Y-AS1	100874056	ENSG00000228787	2.914021439	0.031634076
NUTM2E	283008	ENSG00000228570	-0.254491409	0.851480967
OR2M3	127062	ENSG00000228198	1.245884891	0.291237781
ORM2	5005	ENSG00000228278	3.60997543	0.01974913
OST4	100128731	ENSG00000228474	0.254379418	0.646590037
PCAT6	100506696	ENSG00000228288	1.914977274	0.009440829
PCDH9-AS2	100874064	ENSG00000228842	2.080605846	0.175018062
PGA4	643847	ENSG00000229183	0	1
PIK3IP1-AS1	101929760	ENSG00000228839	1.058408497	0.195206286
POLR2J2	246721	ENSG00000228049	1.643066437	0.236292384
PROB1	389333	ENSG00000228672	0.477434139	0.402291694
RAPGEF4-AS1	91149	ENSG00000228016	5.641672235	0.008005705
RBM15-AS1	440600	ENSG00000227963	0.542024194	0.410747207
RD3L	647286	ENSG00000227729	1.245884891	0.291237781
RNF144A-AS1	386597	ENSG00000228203	1.988270413	0.015585267
RPL41	6171	ENSG00000229117	-0.017597944	0.971807438
SAPCD1	401251	ENSG00000228727	3.037401041	0.007156983
SDAD1P1	157489	ENSG00000228451	-0.55753776	0.298858508
SLC9A7P1	121456	ENSG00000227825	-1.512061802	0.021987554
SNAP25-AS1	100131208	ENSG00000227906	0.309740023	0.767145145
SRGAP3-AS2	101927416	ENSG00000228723	-0.063440362	0.970737466
SRGAP3-AS3	100288831	ENSG00000227929	4.704828405	0.033079961
TARID	100507308	ENSG00000227954	-2.806214154	0.000538504
TBX18-AS1	102724201	ENSG00000228290	1.888097757	0.177136639
TEX46	729059	ENSG00000227868	2.452033001	0.042879218
TNKS2-AS1	100507633	ENSG00000228701	-0.090181145	0.913473917
TSPY3	728137	ENSG00000228927	0	1
TSTD3	100130890	ENSG00000228439	-0.309661945	0.571862462
TTC3-AS1	100874006	ENSG00000228677	3.685741619	0.007433954
TTTY10	246119	ENSG00000229236	-0.021691376	0.983950244
TTTY17A	252949	ENSG00000228240	0	1
TTTY21	252953	ENSG00000228890	0	1
TTTY4C	474150	ENSG00000228296	0	1
TXNDC12-AS1	104355143	ENSG00000228369	3.639385731	0.020255959
UBAC2-AS1	100289373	ENSG00000228889	1.659497521	0.019762214
USP17L30	728419	ENSG00000228856	0	1
VIM-AS1	100507347	ENSG00000229124	-0.267772499	0.62294062
VN1R4	317703	ENSG00000228567	1.315821308	0.291237786
WEE2-AS1	285962	ENSG00000228775	0.297927279	0.647507088
ACBD6	100527964	ENSG00000230124	0.298102333	0.426945959
ACBD6	84320	ENSG00000230124	0.298102333	0.426945959
ACVR2B-AS1	100128640	ENSG00000229589	-0.202252071	0.738157085
ANKRD18B	441459	ENSG00000230453	3.347026683	0.032378648
ANKRD36BP2	645784	ENSG00000230006	4.233802162	0.000393696
ANKRD66	100287718	ENSG00000230062	-0.32947112	0.833163313
AOAH-IT1	100874264	ENSG00000230539	3.644955427	0.029135603
ARSD-AS1	100506356	ENSG00000229851	0	1
C4B-AS1	102060414	ENSG00000229776	0	1
CASC20	101929244	ENSG00000229876	1.744753565	0.164487547
CCDC192	728586	ENSG00000230561	0.981409042	0.277784507
COL6A4P1	344875	ENSG00000230524	3.678779348	0.006477652
CT47A8	728049	ENSG00000230347	0	1
DLEU1-AS1	103689915	ENSG00000229323	0.37761003	0.769438355
DOCK9-AS1	100874096	ENSG00000229918	7.136353206	0.015413758
DSCR9	257203	ENSG00000230366	2.662389935	0.013224262
EMX2OS	196047	ENSG00000229847	3.057181494	0.032743041
ERLNC1	101929441	ENSG00000230550	2.160248147	0.113688048
ERVMER61-1	104169671	ENSG00000230426	1.205679858	0.291237778
FAM197Y3	107987341	ENSG00000230066	0	1
FAM41C	284593	ENSG00000230368	-0.842868879	0.45971328
FAM90A26	100287045	ENSG00000229924	1.520266354	0.186710864
FAM92A1P2	403315	ENSG00000230219	-1.405984794	0.192061272
FEZF1-AS1	154860	ENSG00000230316	5.45009783	0.000342932
FGF12-AS2	100873987	ENSG00000230126	7.196023064	0.005173843
GOLGA6L5P	642402	ENSG00000230373	0.812514538	0.283707561
HLA-DRB6	3128	ENSG00000229391	-2.68165222	0.000173638
HOXB-AS1	100874362	ENSG00000230148	0.367167395	0.576910497
IQCF3	401067	ENSG00000229972	1.245884891	0.291237781
ISPD-AS1	100506025	ENSG00000229688	2.184214668	0.138082036
KCNQ1-AS1	338653	ENSG00000229414	0.214825483	0.846304516
KIF25-AS1	100505879	ENSG00000229921	-0.910833529	0.357631957
LINC00102	100359394	ENSG00000230542	3.912346208	0.024166855
LINC00276	100499171	ENSG00000230448	3.042172041	0.065327753
LINC00280	100873964	ENSG00000229643	0	1
LINC00358	100874143	ENSG00000229578	0	1
LINC00364	100874145	ENSG00000230040	1.245884891	0.291237781
LINC00399	104326054	ENSG00000229792	0.084831228	0.896681399
LINC00443	100874173	ENSG00000230156	-3.361841549	0.0102232
LINC00452	643365	ENSG00000229373	4.787581211	0.002919844
LINC00459	100874180	ENSG00000229307	0	1
