GeneID	GeneName	logFC	logCPM	F	PValue	FDR
ENSG00000221968	FADS3	-2.031752625	5.313986241	12.65894069	0.00419048	0.025438158
ENSG00000221972	C3orf36	2.00620809	-2.347372922	7.108417575	0.021199095	0.071781378
ENSG00000221978	CCNL2	0.12361661	5.974443702	0.07944226	0.783057146	0.857938048
ENSG00000221983	UBA52	0.168966637	8.895886586	0.208517768	0.656427134	0.765501409
ENSG00000221988	PPT2	0.161723462	3.362329419	0.129123342	0.725847201	0.816495544
ENSG00000221990	EXOC3-AS1	2.009062884	2.729809973	19.6311206	0.00090567	0.010099723
ENSG00000221994	ZNF630	0.853844537	1.942172249	4.820927732	0.04942206	0.126616678
ENSG00000221995	TIAF1	-0.819273686	0.953984794	2.069445608	0.176903036	0.307395289
ENSG00000222005	LINC01118	-0.286837454	-2.582146707	0.107693965	0.748676481	0.832863142
ENSG00000222009	BTBD19	-0.996167345	1.419502408	5.230969176	0.042004345	0.113255991
ENSG00000222011	FAM185A	0.569063633	2.266999973	2.656849882	0.130138737	0.246918143
ENSG00000222014	RAB6C	1.395288628	-0.368361269	2.291928573	0.157009	0.282146051
ENSG00000222019	URAHP	0.151507088	-0.027693999	0.041275652	0.842553257	0.898905255
ENSG00000222033	LINC01124	-0.932612138	-0.896017903	0.975254444	0.34367497	0.491824512
ENSG00000222037	IGLC6	-1.017845823	-3.160349022	0.699277668	0.420045143	0.565378697
ENSG00000222038	POTEJ	1.437918397	-3.351687988	1.092705103	0.317325446	0.464907506
ENSG00000222041	CYTOR	1.096051927	3.811431627	6.031186234	0.031031582	0.092407065
ENSG00000222046	DCDC2B	-0.292952947	-2.95342202	0.148819237	0.706700042	0.802445637
ENSG00000222047	C10orf55	0.032933944	-0.785592632	0.001407694	0.970713728	0.981586445
ENSG00000222057	RNU4-62P	-2.963192861	-3.027777026	11.38125156	0.005844845	0.031541864
ENSG00000222112	RN7SKP16	-1.250724019	-2.540649856	2.292531072	0.156959116	0.282097415
ENSG00000222808	RNU4-47P	0.293102198	-2.197227302	0.121846184	0.733341858	0.821934608
ENSG00000222937	SNORD63B	-0.263874002	-2.699041404	0.145881813	0.709458917	0.804634637
ENSG00000223274	RNA5SP498	1.148125767	-3.018063696	0.895904084	0.363326664	0.511603836
ENSG00000223309	RNU6-722P	-0.666836991	-2.238047874	1.387405793	0.262619516	0.406691744
ENSG00000223313	RNU6-516P	-0.025839137	-2.432627662	0.0011347	0.973705074	0.983450079
ENSG00000223345	HIST2H2BA	-3.901369908	-3.051032598	17.7561534	0.0013147	0.012534169
ENSG00000223349	KLF2P3	6.972939575	-2.79803224	8.446504966	0.021081553	0.071481268
ENSG00000223350	IGLV9-49	-2.14836338	-0.21350354	2.094503964	0.17450665	0.304064618
ENSG00000223361	FTH1P10	-0.128105667	-1.164720955	0.045825101	0.834238537	0.893372109
ENSG00000223382	LINC01778	-0.344030363	-0.978250803	0.173175633	0.684957454	0.787408083
ENSG00000223387	LINC02068	0.963015289	-2.502957321	0.861266934	0.372433297	0.521026075
ENSG00000223396	RPS10P7	1.12435671	1.251479399	2.926215351	0.113934054	0.224785195
ENSG00000223403	MEG9	-3.944520124	-1.705242446	13.59217083	0.003326137	0.022006617
ENSG00000223414	LINC00473	4.79130026	0.654980021	6.94710514	0.022404514	0.074226396
ENSG00000223416	RPS26P15	0.339145282	-2.672951757	0.119558147	0.735750448	0.8238126
ENSG00000223442	TH2LCRR	-0.295155193	-2.775437314	0.157364252	0.698849818	0.797078224
ENSG00000223459	TCAF1P1	-1.186101466	-0.12434879	2.540996499	0.137992301	0.257849127
ENSG00000223476	VN1R42P	0.220927932	-2.937140298	0.110161789	0.745924434	0.83095209
ENSG00000223482	NUTM2A-AS1	-0.835834586	3.208341902	1.941114913	0.189864316	0.3224394
ENSG00000223485	LINC01615	0.36006082	-1.672600751	0.333664228	0.574633287	0.700133446
ENSG00000223496	EXOSC6	-0.26401433	5.033980245	0.575545168	0.463313383	0.604890875
ENSG00000223501	VPS52	0.634552535	5.750548849	4.243445946	0.062750205	0.149262657
ENSG00000223508	RPL23AP53	-0.377565003	0.369313596	0.383329068	0.547883504	0.677727619
ENSG00000223510	CDRT15	1.027794725	-2.914221756	1.354937975	0.267973466	0.412247632
ENSG00000223519	KIF28P	0.677466873	-2.000108848	0.905556658	0.3608483	0.50886752
ENSG00000223529	EEF1A1P8	-0.390285816	-1.268892062	0.481991217	0.501291953	0.638230872
ENSG00000223534	HLA-DQB1-AS1	-1.434720733	-0.828064346	5.519127922	0.037585652	0.105279851
ENSG00000223546	LINC00630	-0.11364338	0.742507604	0.069864437	0.796206584	0.867586539
ENSG00000223547	ZNF844	-0.044623048	4.469276834	0.014654207	0.905734954	0.94243235
ENSG00000223551	TMSB4XP4	-1.10402404	-0.371651211	3.184159122	0.100705849	0.206532192
ENSG00000223558	TRIM60P17	-1.698259066	-2.986726313	4.004862601	0.069509185	0.160198975
ENSG00000223564	CYP4F32P	-1.276282203	-1.913759928	0.919220685	0.357382845	0.505392979
ENSG00000223571	DHRSX-IT1	-1.642914511	-3.031359457	6.071641967	0.030574671	0.091465061
ENSG00000223572	CKMT1A	4.736729118	2.350314172	14.4109634	0.002736658	0.019546664
ENSG00000223573	TINCR	3.146729956	2.653374978	5.624178758	0.036115105	0.102315952
ENSG00000223609	HBD	-5.810156117	-1.818343166	18.06816266	0.001233505	0.012060372
ENSG00000223648	IGHV3-64	-3.663999808	-0.153796602	3.871414764	0.073676574	0.16665691
ENSG00000223656	HMGB3P10	-3.859048691	-1.346993603	26.55190049	0.000273894	0.004875467
ENSG00000223658	C1GALT1C1L	-1.744016197	0.474074965	2.930480009	0.113698384	0.224625853
ENSG00000223668	EEF1A1P24	0.002478432	-1.166091575	2.49E-05	0.996101471	0.997513522
ENSG00000223685	LINC00571	0.384746589	-2.005091175	0.405396753	0.536770236	0.668664051
ENSG00000223704	LINC01422	-1.797146359	-1.178775294	7.176769266	0.020711737	0.07082704
ENSG00000223705	NSUN5P1	1.022743522	2.878364948	1.713596904	0.216046201	0.353992201
ENSG00000223745	CCDC18-AS1	-0.787149848	2.810729834	3.093180376	0.105142708	0.213033964
ENSG00000223749	MIR503HG	-1.254328945	-0.404141717	2.596736994	0.13414148	0.252620009
ENSG00000223756	TSSC2	-3.346931808	1.247615258	38.68128435	5.35E-05	0.00189797
ENSG00000223768	LINC00205	0.32581638	1.842196034	0.50278031	0.492391395	0.630553762
ENSG00000223773	CD99P1	0.124439512	1.762943978	0.074615293	0.78957007	0.862970559
ENSG00000223776	LGALS8-AS1	2.553170667	-1.576485682	18.66542168	0.001093957	0.011218024
ENSG00000223783	LINC01983	3.132016495	-3.299579775	5.572218748	0.036833662	0.103832207
ENSG00000223797	ENTPD3-AS1	0.429987547	2.125993103	0.627049994	0.444449998	0.587617037
ENSG00000223799	IL10RB-AS1	-1.545359794	-0.220605921	10.62618331	0.007185617	0.036066665
ENSG00000223802	CERS1	2.232140821	-1.177943097	7.055081449	0.0215889	0.072495661
ENSG00000223803	RPS20P14	-0.132551943	0.098693131	0.050162817	0.826705502	0.888940312
ENSG00000223820	CFL1P1	0.767840646	-1.052068906	1.611150435	0.229390862	0.368602655
ENSG00000223822	EEF1A1P1	-0.982838355	-2.131113865	3.131199517	0.10325975	0.210287236
ENSG00000223823	LINC01342	1.206392127	-2.98150692	0.941812077	0.351760713	0.499757721
ENSG00000223825	DAZAP2P1	-0.383299145	-0.384030691	0.269195434	0.613699626	0.730946734
ENSG00000223865	HLA-DPB1	-0.783929335	7.037464304	2.478818775	0.142453663	0.263733944
ENSG00000223878	PPIAP53	-1.049047927	-1.603895324	2.758694996	0.1236929	0.238056119
ENSG00000223891	OSER1-AS1	0.544642344	3.959916549	3.369703083	0.09235191	0.194696535
ENSG00000223922	ASS1P2	0.427928776	-3.213100649	0.236041644	0.636195258	0.748901531
ENSG00000223940	KRT8P8	3.851805157	-2.60751972	16.25413316	0.001805821	0.015243742
ENSG00000223949	ROR1-AS1	-1.731316585	-1.431357406	2.124426223	0.17169951	0.300699134
ENSG00000223959	AFG3L1P	0.300456267	3.016341044	0.378892844	0.550171693	0.679544588
ENSG00000223979	SMCR2	4.984529328	-2.168943566	17.53155796	0.001377056	0.012921331
ENSG00000224003	YES1P1	-0.785247208	-1.091354678	1.568024156	0.235336528	0.375714835
ENSG00000224020	MIR181A2HG	0.860597037	-2.422552254	0.709429909	0.416788165	0.562474067
ENSG00000224032	EPB41L4A-AS1	-0.179987041	4.298964928	0.226632811	0.642938581	0.754309233
ENSG00000224040	HMGN1P4	1.577910334	-2.61466934	4.984453669	0.04628837	0.120955395
ENSG00000224041	IGKV3D-15	-3.646692414	-1.175507975	5.787986418	0.03395732	0.097946189
ENSG00000224043	CCNT2-AS1	0.283815802	-0.261646407	0.383112258	0.547994902	0.677763691
ENSG00000224051	CPTP	1.435539936	5.000954611	13.92212647	0.003072153	0.020950085
ENSG00000224057	EGFR-AS1	-3.787918459	-3.01359953	13.69831902	0.003241816	0.021692534
ENSG00000224078	SNHG14	-0.707220071	4.549365322	1.50811934	0.243942649	0.385792044
ENSG00000224080	UBE2FP1	0.765615574	-1.279335158	1.021224169	0.332997457	0.480920685
ENSG00000224081	SLC44A3-AS1	1.390813527	0.457421892	2.933926645	0.113508362	0.22438555
ENSG00000224094	RPS24P8	0.824418425	-0.271085322	1.439049728	0.254399857	0.396947903
ENSG00000224116	INHBA-AS1	0.94988657	-3.300636353	0.972468201	0.344338143	0.492354851
ENSG00000224137	LINC01857	-0.099838155	-2.778580175	0.00861053	0.927663278	0.95598643
ENSG00000224141	MIR548XHG	6.018547448	-2.535264926	9.068732864	0.011296094	0.047734732
ENSG00000224157	HCG14	-1.157350531	-3.092976412	1.427742916	0.256169216	0.39895338
ENSG00000224165	DNAJC27-AS1	0.681678416	1.440620808	2.426853709	0.146322757	0.268624436
ENSG00000224183	SDHDP6	-1.346725028	-2.643586391	1.858361224	0.198880681	0.333534873
ENSG00000224186	C5orf66	0.350551718	-0.583796831	0.417071444	0.531064068	0.663960793
ENSG00000224189	HAGLR	-1.032793319	2.910044014	1.2417799	0.287852227	0.434369626
ENSG00000224209	LINC00466	4.892671169	-2.553393378	9.556746518	0.009763135	0.043596446
ENSG00000224223	VSTM2A-OT1	8.069341286	0.680003173	9.160440121	0.010987388	0.046878892
ENSG00000224237	MINOS1P3	0.030034106	-1.035317559	0.0002649	0.987293064	0.99182598
ENSG00000224238	WARS2-IT1	-0.13348183	-0.137836805	0.008550033	0.927917054	0.956106207
ENSG00000224259	LINC01133	1.185059944	3.956745375	0.462089609	0.510087057	0.645803804
ENSG00000224261	RPSAP18	0.117337412	-1.594212675	0.051907933	0.823772059	0.887051419
ENSG00000224281	SLC25A5-AS1	0.616678159	0.664470052	2.172821105	0.167280837	0.295472117
ENSG00000224286	LINC01142	-6.739535863	-2.967848631	39.80045274	0.000299888	0.005210624
ENSG00000224287	MSL3P1	0.597411476	-1.521495662	0.309916017	0.588390353	0.710592071
ENSG00000224295	OLFM5P	-1.269893267	-3.310026858	2.033706376	0.180394708	0.311231536
ENSG00000224316	GTF2IP5	-0.298212584	-2.980514721	0.20625096	0.658164975	0.766985389
ENSG00000224318	CHL1-AS2	-3.77980296	-1.555628716	11.67538023	0.00540414	0.030060151
ENSG00000224321	RPL12P14	-0.257371477	-2.354903789	0.202553622	0.661024702	0.769266486
ENSG00000224367	OACYLP	0.272182945	-3.125181709	0.168729424	0.688785732	0.789935861
ENSG00000224373	IGHV4-59	-3.395367108	3.284249265	4.056439158	0.067975809	0.157726442
ENSG00000224383	PRR29	-0.581092059	1.505965033	0.917668194	0.357774086	0.505685947
ENSG00000224389	C4B	4.491727868	6.198498804	10.6623611	0.007113589	0.035850693
ENSG00000224397	SMIM25	-2.722266983	2.30989223	7.927031074	0.016150585	0.060148097
ENSG00000224411	HSP90AA2P	-0.32485676	-1.196713342	0.200776393	0.662410619	0.770382645
ENSG00000224418	STK24-AS1	0.785036978	-1.517741051	2.737896268	0.124976207	0.2398352
ENSG00000224420	ADM5	0.393105479	1.478426531	0.117994408	0.73741158	0.824838137
ENSG00000224424	PRKAR2A-AS1	1.130429678	1.287125836	3.479393939	0.087813608	0.188112239
ENSG00000224429	LINC00539	0.105493905	-1.584637091	0.037669852	0.849490075	0.903610039
ENSG00000224452	RSL24D1P6	0.621875394	-2.274016896	1.16818942	0.301895619	0.449031861
ENSG00000224468	LAMC1-AS1	-3.020941891	-1.294965922	10.12991304	0.008266293	0.039289521
ENSG00000224470	ATXN1L	-1.593429006	5.808845842	26.50369639	0.000275961	0.00489815
ENSG00000224511	LINC00365	1.128245977	-3.18932882	1.349884061	0.268820266	0.413241798
ENSG00000224520	KRT8P45	3.037531146	-0.418332281	18.08848044	0.001228425	0.012038374
ENSG00000224531	SMIM13	0.698394017	4.365257097	1.755776102	0.21085031	0.348085324
ENSG00000224543	SNRPGP15	-0.346280416	-2.193609064	0.233545972	0.637967328	0.750107183
ENSG00000224546	EIF4BP3	-0.701403229	0.773785773	2.213882545	0.163645343	0.290816582
ENSG00000224557	HLA-DPB2	1.486068333	-0.437134434	2.778798383	0.122468118	0.236213761
ENSG00000224559	LINC01087	2.397990254	0.976088265	1.702559066	0.217433729	0.355558794
ENSG00000224568	LINC01886	-4.551420465	-2.372873782	13.47275493	0.003424107	0.022403703
ENSG00000224577	LINC01117	1.650772522	-0.33979444	3.712474931	0.079045439	0.174781167
ENSG00000224578	HNRNPA1P48	0.370487889	1.601190743	0.754965038	0.402660168	0.548860062
ENSG00000224594	RPL29P19	-0.571372981	-2.380969484	0.471959372	0.50569072	0.642111907
ENSG00000224596	ZMIZ1-AS1	1.047794977	1.014233769	2.112498992	0.172811453	0.302132879
ENSG00000224597	SVIL-AS1	-1.264235653	4.04427392	21.05691234	0.000692871	0.008574198
ENSG00000224607	IGKV1D-27	-4.726951651	-1.85222015	6.033017602	0.031010722	0.092378327
ENSG00000224614	TNK2-AS1	0.341819618	-2.103660323	0.103610048	0.753309131	0.836277311
ENSG00000224616	RTCA-AS1	0.396101	-0.512612145	0.543081995	0.475909203	0.616199631
ENSG00000224631	RPS27AP16	-0.028437688	1.608512124	0.003845197	0.951618692	0.970841207
ENSG00000224650	IGHV3-74	-3.967715351	3.245959787	8.104584932	0.015252804	0.057915459
ENSG00000224652	LINC00885	0.892743505	-0.178073824	0.461542179	0.510332936	0.646005961
ENSG00000224660	SH3BP5-AS1	-0.921928997	3.145844683	3.552201531	0.084952112	0.183765614
ENSG00000224668	IPO8P1	-1.064705678	-3.23575291	1.518704934	0.242391501	0.383891383
ENSG00000224680	PLA2G12AP1	0.71410327	-2.839730003	1.847462517	0.200109408	0.334915393
ENSG00000224687	RASAL2-AS1	-0.213413253	-0.203980152	0.163839082	0.69306583	0.792528566
ENSG00000224689	ZNF812P	-2.040966504	0.26919005	6.004162241	0.03134135	0.092993504
ENSG00000224699	LAMTOR5-AS1	-0.052645294	0.107023447	0.011919049	0.914944003	0.94874981
ENSG00000224712	NPIPA3	-1.092805348	-2.298951647	1.953509228	0.18855998	0.321062289
ENSG00000224728	IMPDH1P8	1.486316363	-2.403524933	1.733517267	0.213571511	0.351404512
ENSG00000224729	PCOLCE-AS1	0.364615536	-1.690440561	0.408920605	0.535035654	0.667407209
ENSG00000224743	TEX26-AS1	-3.630934158	-1.821222484	18.22430281	0.001195095	0.011857433
ENSG00000224747	MTCYBP21	-1.814722346	-2.220428202	2.361920079	0.151346367	0.274927552
ENSG00000224769	MUC20P1	2.745670891	0.489602896	6.632011563	0.025003494	0.079851574
ENSG00000224786	CETN4P	-6.001387566	-1.714901679	42.06087231	3.65E-05	0.001542198
ENSG00000224805	LINC00853	2.454931726	-0.254957784	9.853889542	0.008950398	0.041279347
ENSG00000224812	TMEM72-AS1	-2.814481823	-2.143638153	12.32172531	0.004566326	0.026932825
ENSG00000224821	COL4A2-AS2	-6.939969386	-2.81390604	18.49043271	0.003027066	0.020726723
ENSG00000224822	THRB-IT1	0.708628653	-2.380555252	0.345825971	0.567842663	0.694151579
ENSG00000224825	RORB-AS1	-4.887184497	-2.729277357	9.480997786	0.009984112	0.044184206
ENSG00000224831	TMEM183B	0.054734277	-1.135234102	0.008886981	0.926514899	0.955265219
ENSG00000224839	RPL12P17	0.847787878	-3.235583	1.054010837	0.32567385	0.473858998
ENSG00000224843	LINC00240	1.607290891	0.638318925	5.946685933	0.032012581	0.094205079
ENSG00000224858	RPL29P11	0.441277465	-1.104773385	0.556825854	0.470505897	0.611341192
ENSG00000224861	YBX1P1	-0.647741512	-0.306371851	1.03439474	0.330027193	0.477949113
ENSG00000224877	NDUFAF8	1.663054728	4.82715828	9.456566106	0.010056644	0.044404344
ENSG00000224885	EIPR1-IT1	1.139295789	-3.03849107	1.149291971	0.305656929	0.453188268
ENSG00000224892	RPS4XP16	0.069141324	-0.780806173	0.014123104	0.907450036	0.943163508
ENSG00000224897	POT1-AS1	2.050071518	-0.435786965	10.18231495	0.008143511	0.038998315
ENSG00000224908	TIMM8BP2	1.706986714	-2.686943899	3.146094742	0.102533432	0.209135383
ENSG00000224914	LINC00863	-0.499529719	1.156855664	0.416337127	0.531419579	0.664207314
ENSG00000224920	TACC1P1	8.35422847	-1.612983205	8.966965134	0.018505554	0.065739522
ENSG00000224928	KRT8P30	7.531529783	-1.188850238	24.12899581	0.00040482	0.006166105
ENSG00000224939	LINC00184	1.454012718	-2.199091793	1.953348806	0.188576787	0.321068797
ENSG00000224940	PRRT4	-5.527549142	2.801659095	26.43214631	0.000279062	0.004929863
ENSG00000224957	LINC01266	-1.55261736	-1.975670687	1.529980319	0.240753826	0.382172906
ENSG00000224958	PGM5-AS1	-5.953319989	-0.675329088	69.37896428	3.28E-06	0.000466347
ENSG00000224961	LINC01752	-0.280128049	-3.124217474	0.106782093	0.749702272	0.833545673
ENSG00000224965	KCNC4-AS1	0.611991678	-2.75505537	0.353872025	0.563439095	0.690646553
ENSG00000224968	LINC01645	-2.493625322	-2.816789161	6.853980868	0.023137586	0.075870118
ENSG00000224975	INE1	0.408867673	-0.019004081	0.417772323	0.530725166	0.663731753
ENSG00000224976	PARP4P2	0.038981713	-3.249542327	0.002877556	0.958139319	0.974175288
ENSG00000224982	TMEM233	-1.956855306	0.625038823	6.433216647	0.026828851	0.083660405
ENSG00000224993	RPL29P12	0.212498016	-2.825700245	0.070391652	0.795458358	0.867029972
ENSG00000225022	UBE2D3P1	-0.527548879	-2.221363203	0.489209588	0.498169185	0.635325663
ENSG00000225031	EIF4BP7	-0.344341706	2.304995708	0.638766089	0.440336608	0.583801954
ENSG00000225039	LINC01058	-4.327902761	-1.662658239	24.53054419	0.000378725	0.005954285
ENSG00000225051	HMGB3P22	0.683234722	-1.16345165	1.2448435	0.287287565	0.433782292
ENSG00000225067	RPL23AP2	0.901975614	-0.753701558	3.588316709	0.083575181	0.181661217
ENSG00000225077	LINC00337	1.299453176	-2.54897605	3.51169293	0.086529815	0.186157576
ENSG00000225079	FTH1P22	-0.600371076	-2.881498357	0.28150523	0.605799905	0.724854948
ENSG00000225083	GRTP1-AS1	-0.424436024	-2.936391422	0.270240786	0.613019833	0.73034816
ENSG00000225091	SNORA71A	0.628195515	-2.874289413	0.478297599	0.502903484	0.639821376
ENSG00000225093	RPL3P7	0.231267732	-1.020894177	0.116106555	0.739433624	0.826633728
ENSG00000225101	OR52K3P	-1.638778266	-3.320001341	3.050796456	0.107292244	0.216096509
ENSG00000225125	RANP4	-1.701008582	-0.933189723	7.09030885	0.021330494	0.071999518
ENSG00000225131	PSME2P2	1.363273369	-0.502601429	5.799088625	0.033816748	0.097711708
ENSG00000225137	DYNC1I2P1	-0.32590065	-1.071796281	0.21486944	0.651618393	0.761437911
ENSG00000225138	SLC9A3-AS1	2.590278115	2.720075047	10.44045807	0.007569256	0.037266001
ENSG00000225151	GOLGA2P7	0.890781331	-1.994877683	1.453389855	0.252179587	0.394429421
ENSG00000225159	NPM1P39	0.525851832	-1.994185795	0.654317124	0.434972404	0.578862839
ENSG00000225169	BRI3P1	-0.609468886	-2.936963869	0.489508993	0.498040411	0.635268735
ENSG00000225171	DUTP6	0.161784279	-1.57512647	0.054851217	0.818940256	0.883826561
ENSG00000225178	RPSAP58	0.208117919	-2.718100683	0.193264942	0.668351846	0.774403645
ENSG00000225190	PLEKHM1	-0.976183809	4.950384349	7.76879887	0.017004027	0.06211672
ENSG00000225193	RPS12P26	-0.837520084	-2.27447409	0.702888507	0.418882102	0.564345029
ENSG00000225194	LINC00092	0.101193391	-0.309721254	0.005054841	0.944540367	0.96638791
ENSG00000225210	DUXAP9	-1.03852032	-0.91912103	0.837123275	0.37898629	0.527407366
ENSG00000225217	HSPA7	1.294940635	3.303997482	1.811194361	0.204270447	0.340004983
ENSG00000225234	TRAPPC12-AS1	0.088233228	-0.512128989	0.014601269	0.905904476	0.942498976
ENSG00000225259	ST13P6	-1.197798401	-1.343575288	3.74103649	0.078046271	0.173200631
ENSG00000225264	ZNRF2P2	-0.339303612	-1.626957723	0.101170729	0.756124788	0.838241849
ENSG00000225265	TAF1A-AS1	0.85395827	0.99600227	2.661609978	0.129828222	0.246562931
ENSG00000225285	LINC01770	1.797239825	0.63381942	7.140692453	0.020967287	0.071220796
ENSG00000225308	ASS1P11	-5.453932682	-2.083614362	12.31151125	0.004578317	0.026984239
ENSG00000225338	RPL23AP18	-0.276914903	-2.407893566	0.354482996	0.563107528	0.690411268
ENSG00000225345	SNX18P3	1.281077643	-2.181010665	1.214659592	0.292919049	0.439613812
ENSG00000225361	PPP1R26-AS1	1.021231978	0.610665913	4.249283324	0.062595099	0.149028775
ENSG00000225362	CT62	0.736138338	1.051153356	0.251865056	0.625224613	0.740003287
ENSG00000225377	NRSN2-AS1	0.240689817	1.192367176	0.321479239	0.581606871	0.705639624
ENSG00000225383	SFTA1P	-3.422670444	-0.169276556	9.518070572	0.00987523	0.04386724
ENSG00000225398	PGM5P4	-5.643804767	-1.68275303	36.13187322	7.27E-05	0.002250216
ENSG00000225400	RAB28P5	-1.101307598	-1.868235505	3.155638219	0.102071396	0.208571509
ENSG00000225405	RPS15AP17	0.820118603	-3.260760853	1.072666099	0.321610076	0.469604271
ENSG00000225422	RBMS1P1	-2.383278393	-0.79160291	7.666273803	0.017585676	0.063540237
ENSG00000225431	LINC01671	1.520596895	-0.794508114	1.128505315	0.309871284	0.457448074
ENSG00000225434	LINC01504	-2.611455548	-0.72024933	14.70195073	0.002557474	0.018713688
ENSG00000225438	KRT41P	4.393523292	-1.165661749	7.501938927	0.018568149	0.065858195
ENSG00000225439	BOLA3-AS1	0.141445044	2.004102972	0.054478827	0.819543877	0.884098141
ENSG00000225447	RPS15AP10	0.01322129	-2.63278814	0.000268461	0.987207955	0.991780776
ENSG00000225449	RAB6C-AS1	0.810601744	-0.452561391	0.787739095	0.392949911	0.540150472
ENSG00000225465	RFPL1S	1.443115207	0.072766082	2.278588806	0.158118656	0.283605466
ENSG00000225470	JPX	0.368008583	4.387491415	1.721930164	0.215006389	0.352779413
ENSG00000225484	NUTM2B-AS1	0.228700195	3.531681393	0.312953041	0.58659259	0.709248721
ENSG00000225492	GBP1P1	-0.86120894	1.459302253	0.991729817	0.339791511	0.487826333
ENSG00000225506	CYP4A22-AS1	2.287847182	-2.261499142	7.656387258	0.017643006	0.063635788
ENSG00000225511	LINC00475	1.094956033	-0.954757014	1.334768267	0.27137499	0.416030916
ENSG00000225518	LINC01703	1.932668329	0.106116403	11.80028554	0.005228939	0.029476863
ENSG00000225523	IGKV6D-21	-5.540264523	-1.268142311	10.22776007	0.008038773	0.038676523
ENSG00000225526	MKRN2OS	2.600608199	0.832191075	7.779748223	0.016943271	0.061961599
ENSG00000225535	LINC01393	-1.794564524	-2.835215715	6.217132885	0.028996656	0.088122285
ENSG00000225556	C2CD4D	3.469017453	0.866769293	18.47374199	0.001136615	0.011456503
ENSG00000225558	UBE2D3P2	-0.601358551	-3.126873619	0.695774219	0.421178531	0.566444441
ENSG00000225573	RPL35P5	0.414993292	-0.472742831	0.590850665	0.457569874	0.599679565
ENSG00000225578	NCBP2-AS1	0.994008087	-2.530119521	3.077391167	0.105937179	0.214239878
ENSG00000225611	LINC02158	-0.957669258	-2.898239995	2.81174113	0.120493678	0.233761629
ENSG00000225614	ZNF469	-0.321430499	3.19573896	0.404182627	0.537370368	0.669209346
ENSG00000225630	MTND2P28	-0.783935378	7.522460151	0.896870007	0.363077513	0.511398628
ENSG00000225648	SBDSP1	-0.69331303	3.710109086	3.839777893	0.074708851	0.168246319
ENSG00000225652	KCNMA1-AS3	2.985230837	-2.452428478	4.331026334	0.060471211	0.145422104
ENSG00000225663	MCRIP1	1.439363657	6.70027842	9.739917006	0.009252291	0.04225395
ENSG00000225670	CADM3-AS1	-5.739152358	1.411863281	40.96354117	4.12E-05	0.001629976
ENSG00000225675	LINC01771	3.303843187	-2.856445557	7.805687306	0.016800366	0.061575608
ENSG00000225684	FAM225B	-1.317679711	-0.559963346	5.880887856	0.032802252	0.0957051
ENSG00000225693	LAGE3P1	1.444216403	-2.780983863	1.968949128	0.186951341	0.319092359
ENSG00000225695	HNRNPA1P35	0.091015404	-2.112057366	0.024404411	0.8785662	0.924207052
ENSG00000225697	SLC26A6	0.888135854	3.044088892	4.36741232	0.059553979	0.143880412
ENSG00000225698	IGHV3-72	-4.802564235	1.616224195	9.352895775	0.010371451	0.045216705
ENSG00000225706	PTPRD-AS1	-3.500101193	-1.09108061	19.76266444	0.000883091	0.009975869
ENSG00000225733	FGD5-AS1	-0.708233787	7.411800645	3.847078601	0.074469078	0.167905157
ENSG00000225742	LINC02036	4.087695398	0.275257119	9.028369269	0.011435218	0.048084133
ENSG00000225746	MEG8	-3.666334236	-2.194073058	21.40933281	0.000649725	0.008246378
ENSG00000225756	DBH-AS1	3.149262958	0.532146905	8.163828367	0.014966527	0.057167831
ENSG00000225760	LINC00431	0.286213063	-2.715887996	0.050958077	0.825362147	0.888063386
ENSG00000225762	LINC01389	1.630392532	-1.655648191	4.746135659	0.05094036	0.129219287
ENSG00000225766	DHRS4L1	0.149279584	-1.434438838	0.052925691	0.822085265	0.885824352
ENSG00000225774	SIRPAP1	-3.971717988	-2.751008092	19.26195559	0.00097276	0.010525819
ENSG00000225778	PROSER2-AS1	0.53603517	-0.953840186	0.423101475	0.528161607	0.661792161
ENSG00000225783	MIAT	0.389571296	0.309860178	0.286166244	0.602867212	0.722534746
ENSG00000225791	TRAM2-AS1	-0.394278077	3.187319395	0.79296237	0.391435936	0.538929658
ENSG00000225805	DEFB131B	-0.278210994	-2.94529936	0.047469877	0.831339767	0.891287648
ENSG00000225808	DNAJC19P5	-0.273981855	-2.043996324	0.162407145	0.694333277	0.793610867
ENSG00000225828	FAM229A	-0.172894581	0.506461123	0.080226619	0.782019294	0.857066802
ENSG00000225830	ERCC6	-0.144891587	3.791644992	0.208058984	0.656777924	0.765838246
ENSG00000225849	MKRN7P	0.929791248	-3.062088144	1.031916904	0.330583064	0.478388412
ENSG00000225855	RUSC1-AS1	0.619477667	1.726776922	1.243382203	0.287556709	0.434082644
ENSG00000225873	LINC00694	-3.814043256	-2.855374458	31.34832888	0.000135679	0.003194925
ENSG00000225880	LINC00115	1.162656411	-0.994571099	3.451232271	0.088952093	0.189712801
ENSG00000225882	LINC01456	6.854507648	-2.892250348	7.426311165	0.027617871	0.085175483
ENSG00000225920	RIMKLBP2	-0.424882674	-1.542945853	0.240352975	0.633161397	0.746431867
ENSG00000225921	NOL7	1.058857706	5.743051381	10.30404986	0.007866509	0.038182062
ENSG00000225932	CTAGE4	3.002048044	-2.02705923	4.093240171	0.066906835	0.156082313
ENSG00000225940	C5orf67	-0.716563561	-3.126784078	0.87277686	0.369369454	0.517753827
